,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Levinson Age Group
340,341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,Age 30 Transition
341,342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,Mid-Life Transition
342,343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,Early Adult Transition
343,344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,Mid-Life Transition
344,345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,Late Adulthood
345,346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,Late Adulthood
346,347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,Mid-Life Transition
347,348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,Settling Down
348,349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,Late Adulthood
349,350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,Entering the Adult World
350,351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,Late Adulthood
351,352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,Late Adulthood
352,353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,Age 30 Transition
353,354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,Entering the Middle Years
354,355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,Late Adulthood
355,356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,Age 50 Transition
356,357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,Mid-Life Transition
357,358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,Age 30 Transition
358,359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,Age 50 Transition
359,360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,Mid-Life Transition
360,361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,Settling Down
361,362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,Age 50 Transition
362,363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,Late Adulthood
363,364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,Early Adult Transition
364,365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,Age 30 Transition
365,366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,Late Adulthood
366,367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,Late Adulthood
367,368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,Late Adulthood
368,369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,Entering the Adult World
369,370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,Entering the Adult World
370,371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,Early Adult Transition
371,372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,Entering the Adult World
372,373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,Entering the Adult World
373,374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,Late Adulthood
374,375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,Age 30 Transition
375,376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,Late Adulthood
376,377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,Entering the Middle Years
377,378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,Age 50 Transition
378,379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,Entering the Middle Years
379,380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,Late Adulthood
380,381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,Mid-Life Transition
381,382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,Age 50 Transition
382,383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,Entering the Middle Years
383,384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,Late Adulthood
384,385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,Age 50 Transition
385,386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,Age 50 Transition
386,387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,Mid-Life Transition
387,388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,Age 50 Transition
388,389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,Early Adult Transition
389,390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,Settling Down
390,391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,Early Adult Transition
391,392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,Entering the Adult World
392,393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,Entering the Adult World
393,394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,Entering the Adult World
394,395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,Age 50 Transition
395,396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,Late Adulthood
396,397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,Age 30 Transition
397,398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,Entering the Middle Years
398,399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,Late Adulthood
399,400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,Age 50 Transition
400,401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,Late Adulthood
401,402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,Mid-Life Transition
402,403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,Age 30 Transition
403,404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,Entering the Middle Years
404,405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,Entering the Adult World
405,406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,Entering the Adult World
406,407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,Entering the Middle Years
407,408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,Late Adulthood
408,409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,Early Adult Transition
409,410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,Age 30 Transition
410,411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,Late Adulthood
411,412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,Early Adult Transition
412,413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,Mid-Life Transition
413,414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,Entering the Middle Years
414,415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,Age 50 Transition
415,416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,Age 50 Transition
416,417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,Mid-Life Transition
417,418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,Late Adulthood
418,419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,Mid-Life Transition
419,420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,Entering the Adult World
420,421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,Settling Down
421,422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,Age 30 Transition
422,423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,Entering the Adult World
423,424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,Late Adulthood
424,425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,Late Adulthood
425,426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,Entering the Adult World
426,427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,Entering the Adult World
427,428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,Mid-Life Transition
428,429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,Late Adulthood
429,430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,Mid-Life Transition
430,431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,Late Adulthood
431,432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,Late Adulthood
432,433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,Age 30 Transition
433,434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,Mid-Life Transition
434,435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,Age 30 Transition
435,436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,Late Adulthood
436,437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,Settling Down
437,438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,Mid-Life Transition
438,439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,Age 50 Transition
439,440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,Late Adulthood
440,441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,Late Adulthood
441,442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,Late Adulthood
442,443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,Age 30 Transition
443,444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,Late Adulthood
444,445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,Age 50 Transition
445,446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,Early Adult Transition
446,447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,Entering the Adult World
447,448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,Age 50 Transition
448,449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,Entering the Adult World
449,450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,Late Adulthood
450,451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,Entering the Middle Years
451,452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,Entering the Middle Years
452,453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,Entering the Adult World
453,454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,Entering the Middle Years
454,455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,Age 30 Transition
455,456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,Late Adulthood
456,457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,Late Adulthood
457,458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,Settling Down
458,459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,Age 30 Transition
459,460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,Mid-Life Transition
460,461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,Early Adult Transition
461,462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,Late Adulthood
462,463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,Age 50 Transition
463,464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,Settling Down
464,465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,Mid-Life Transition
465,466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,Late Adulthood
466,467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,Age 50 Transition
467,468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,Mid-Life Transition
468,469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,Early Adult Transition
469,470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,Late Adulthood
470,471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,Age 30 Transition
471,472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,Settling Down
472,473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,Late Adulthood
473,474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,Entering the Adult World
474,475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,Entering the Adult World
475,476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,Entering the Adult World
476,477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,Mid-Life Transition
477,478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,Late Adulthood
478,479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,Age 50 Transition
479,480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,Mid-Life Transition
480,481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,Mid-Life Transition
481,482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,Age 30 Transition
482,483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,Late Adulthood
483,484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,Early Adult Transition
484,485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,Entering the Adult World
485,486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,Settling Down
486,487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,Mid-Life Transition
487,488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,Age 50 Transition
488,489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,Mid-Life Transition
489,490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,Settling Down
490,491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,Late Adulthood
491,492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,Late Adulthood
492,493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,Mid-Life Transition
493,494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,Mid-Life Transition
494,495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,Entering the Adult World
495,496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,Entering the Adult World
496,497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,Mid-Life Transition
497,498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,Age 50 Transition
498,499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,Entering the Middle Years
499,500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,Late Adulthood
500,501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,Settling Down
501,502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,Mid-Life Transition
502,503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,Entering the Middle Years
503,504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,Settling Down
504,505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,Entering the Adult World
505,506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,Settling Down
506,507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,Settling Down
507,508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,Late Adulthood
508,509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,Settling Down
509,510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,Settling Down
510,511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,Entering the Middle Years
511,512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,Late Adulthood
512,513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,Entering the Adult World
513,514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,Early Adult Transition
514,515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,Entering the Middle Years
515,516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,Age 30 Transition
516,517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,Entering the Middle Years
517,518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,Mid-Life Transition
518,519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,Settling Down
519,520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,Entering the Middle Years
520,521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,Entering the Middle Years
521,522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,Entering the Middle Years
522,523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,Late Adulthood
523,524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,Entering the Middle Years
524,525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,Entering the Middle Years
525,526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,Settling Down
526,527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,Late Adulthood
527,528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,Settling Down
528,529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,Settling Down
529,530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,Early Adult Transition
530,531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,Age 30 Transition
531,532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,Late Adulthood
532,533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,Early Adult Transition
533,534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,Entering the Middle Years
534,535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,Entering the Middle Years
535,536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,Late Adulthood
536,537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,Early Adult Transition
537,538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,Early Adult Transition
538,539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,Entering the Adult World
539,540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,Entering the Middle Years
540,541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,Late Adulthood
541,542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,Early Adult Transition
542,543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,Entering the Middle Years
543,544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,Entering the Adult World
544,545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,Entering the Adult World
545,546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,Settling Down
546,547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,Late Adulthood
547,548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,Age 50 Transition
548,549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,Age 50 Transition
549,550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,Mid-Life Transition
550,551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,Entering the Middle Years
551,552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,Entering the Middle Years
552,553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,Entering the Adult World
553,554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,Entering the Middle Years
554,555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,Entering the Adult World
555,556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,Early Adult Transition
556,557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,Early Adult Transition
557,558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,Mid-Life Transition
558,559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,Mid-Life Transition
559,560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,Entering the Adult World
560,561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,Late Adulthood
561,562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,Age 50 Transition
562,563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,Early Adult Transition
563,564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,Age 50 Transition
564,565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,Entering the Middle Years
565,566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,Late Adulthood
566,567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,Entering the Adult World
567,568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,Age 50 Transition
568,569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,Age 50 Transition
569,570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,Entering the Middle Years
570,571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,Mid-Life Transition
571,572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,Age 30 Transition
572,573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,Entering the Middle Years
573,574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,Late Adulthood
574,575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,Late Adulthood
575,576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,Settling Down
576,577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,Early Adult Transition
577,578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,Age 50 Transition
578,579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,Settling Down
579,580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,Age 30 Transition
580,581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,Entering the Middle Years
581,582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,Settling Down
582,583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,Entering the Adult World
583,584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,Entering the Adult World
584,585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,Entering the Adult World
585,586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,Age 50 Transition
586,587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,Mid-Life Transition
587,588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,Settling Down
588,589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,Settling Down
589,590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,Settling Down
590,591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,Age 50 Transition
591,592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,Entering the Middle Years
592,593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,Settling Down
593,594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,Early Adult Transition
594,595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,Early Adult Transition
595,596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,Late Adulthood
596,597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,Entering the Adult World
597,598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,Settling Down
598,599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,Age 30 Transition
599,600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,Late Adulthood
600,601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,Early Adult Transition
601,602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,Early Adult Transition
602,603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,Mid-Life Transition
603,604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,Age 30 Transition
604,605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,Settling Down
605,606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,Entering the Adult World
606,607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,Age 50 Transition
607,608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,Late Adulthood
608,609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,Entering the Middle Years
609,610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,Entering the Adult World
610,611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,Age 50 Transition
611,612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,Late Adulthood
612,613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,Age 50 Transition
613,614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,Settling Down
614,615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,Late Adulthood
615,616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,Mid-Life Transition
616,617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,Settling Down
617,618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,Entering the Adult World
618,619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,Entering the Middle Years
619,620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,Late Adulthood
620,621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,Mid-Life Transition
621,622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,Entering the Middle Years
622,623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,Settling Down
623,624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,Settling Down
624,625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,Age 30 Transition
625,626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,Entering the Adult World
626,627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,Late Adulthood
627,628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,Early Adult Transition
628,629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,Late Adulthood
629,630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,Mid-Life Transition
630,631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,Late Adulthood
631,632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,Entering the Adult World
632,633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,Settling Down
633,634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,Late Adulthood
634,635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,Late Adulthood
635,636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,Early Adult Transition
636,637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,Mid-Life Transition
637,638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,Entering the Middle Years
638,639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,Late Adulthood
639,640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,Age 50 Transition
640,641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,Mid-Life Transition
641,642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,Age 50 Transition
642,643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,Age 30 Transition
643,644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,Entering the Adult World
644,645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,Settling Down
645,646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,Settling Down
646,647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,Late Adulthood
647,648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,Age 50 Transition
648,649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,Late Adulthood
649,650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,Late Adulthood
650,651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,Age 50 Transition
651,652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,Settling Down
652,653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,Age 50 Transition
653,654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,Mid-Life Transition
654,655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,Late Adulthood
655,656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,Age 30 Transition
656,657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,Mid-Life Transition
657,658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,Late Adulthood
658,659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,Settling Down
659,660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,Settling Down
660,661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,Mid-Life Transition
661,662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,Entering the Middle Years
662,663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,Entering the Adult World
663,664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,Mid-Life Transition
664,665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,Late Adulthood
665,666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,Age 50 Transition
666,667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,Age 30 Transition
667,668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,Late Adulthood
668,669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,Entering the Adult World
669,670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,Entering the Adult World
670,671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,Late Adulthood
671,672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,Settling Down
672,673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,Mid-Life Transition
673,674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,Settling Down
674,675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,Entering the Middle Years
675,676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,Late Adulthood
676,677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,Early Adult Transition
677,678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,Late Adulthood
678,679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,Early Adult Transition
679,680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,Age 50 Transition
680,681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,Mid-Life Transition
